formula,best_reward,visit_count,terminated,e_above_hull,e_form,formation_energy
Si6UZr6,1.441639066825852,14,False,0.5165776409089171,-0.3460379615061577,-0.3460379615061577
Si6Tc6U,0.3422215358240029,8,False,0.1872835315666961,-0.3422215358240029,-0.3422215358240029
Ge6Ir6U,0.6306547954252752,9,False,0.0573609011664514,-0.3282733370814882,-0.3282733370814882
Hf6Si6U,0.34829636313686335,4,False,0.4500188957033972,-0.3255027046100998,-0.3255027046100998
Sn6Ti6U,0.3124260662245855,6,False,0.0141034944883878,-0.3124260662245855,-0.3124260662245855
Ge6UV6,0.40501558740072313,11,False,0.0190936983347084,-0.3121273928879272,-0.3121273928879272
Ge6Ni6U,0.45228699225976704,1,False,0.0227469203172873,-0.3046677314011434,-0.3046677314011434
Ge6Ru6U,0.4416674480435491,18,False,0.0143010112946538,-0.3046290605279634,-0.3046290605279634
Cr6Si6U,0.3464583371623733,4,False,0.0476586239794466,-0.2705903739438851,-0.2705903739438851
Ge6Nb6U,1.4097338584365797,35,False,0.1321625206694228,-0.2687695695296963,-0.2687695695296963
Nb6Si6U,0.4097338584365797,11,False,0.2935085941909767,-0.2666723220883376,-0.2666723220883376
Mo6Si6U,0.2616983176027273,5,False,0.1641703523545684,-0.2616983176027273,-0.2616983176027273
Co6Ge6U,0.6306547954252752,6,False,0.0131529323282697,-0.2493368615275069,-0.2493368615275069
Hf6Sn6U,0.2433343389488829,19,False,0.0923380947076545,-0.2433343389488829,-0.2433343389488829
Ir6Sn6U,0.4416674480435491,5,False,0.1800863188562978,-0.2255919958833958,-0.2255919958833958
Si6Ta6U,0.34829636313686335,7,False,0.3029064306346417,-0.2067049601040961,-0.2067049601040961
Ge6Mn6U,0.3079993822416026,4,False,-0.0361884499619526,-0.1943098661697659,-0.1943098661697659
Fe6Ge6U,0.439307792670052,2,False,-0.0259774851356455,-0.186991071341751,-0.186991071341751
Ge6Tc6U,0.3464583371623733,25,False,-0.0674961386172431,-0.1726977064390349,-0.1726977064390349
Ge6Ta6U,0.24189261257672665,20,False,0.162171857354293,-0.1654383828677787,-0.1654383828677787
Re6Si6U,0.3079993822416026,6,False,0.1390979861232522,-0.1652380853484028,-0.1652380853484028
Ru6Sn6U,0.27416615447516707,10,False,0.0835241714229102,-0.1452862062726449,-0.1452862062726449
Ge6Mo6U,0.24353133654949657,18,False,0.0645387060590163,-0.1357985091327789,-0.1357985091327789
Nb6Sn6U,0.12221865821950102,38,False,0.0251259691679634,-0.1207989448190858,-0.1207989448190858
Cr6Ge6U,0.2809146535991345,8,False,0.0360911557149051,-0.1143917584693886,-0.1143917584693886
Pb6UZr6,0.3122221164300418,5,False,-0.0254172959209997,-0.1070732262549792,-0.1070732262549792
Ge6Os6U,0.27416615447516707,18,False,0.040166004713526,-0.0832709110387056,-0.0832709110387056
Si6UW6,0.2355284858424546,3,False,0.1796281690446011,-0.0754667323240618,-0.0754667323240618
Sn6UV6,0.44163906682585213,10,False,0.0144061979474397,-0.061062214544702,-0.061062214544702
Pb6Rh6U,0.15617377592326476,1,False,0.1960701265779686,-0.0550858348842131,-0.0550858348842131
Pb6Pt6U,0.20303279629505622,1,False,0.3106496466344185,-0.0454781198880082,-0.0454781198880082
Co6Sn6U,0.4416674480435491,2,False,0.0791382909676295,-0.0292332115126732,-0.0292332115126732
Sn6Tc6U,0.15542793579513142,14,False,0.0069206808173284,-0.0222333075811134,-0.0222333075811134
Mn6Sn6U,0.016850733343867,4,False,0.0024872253536808,-0.016850733343867,-0.016850733343867
Fe6Sn6U,0.27416615447516707,1,False,0.0112258708799073,-0.0023159108149745,-0.0023159108149745
Pb6UW6,-10.0,17,True,0.0,0.0,0.0
Ge6Re6U,0.15542793579513142,17,False,0.1327374403972296,0.0396374635260529,0.0396374635260529
Ge6UW6,0.14889454458100085,17,False,0.1107639582032154,0.0531150873062616,0.0531150873062616
Mo6Sn6U,1.2418926125767267,33,True,0.0645626449644413,0.0669184783689736,0.0669184783689736
Pb6Ti6U,0.3122221164300418,1,False,0.117699330332894,0.0721380784730992,0.0721380784730992
Hf6Pb6U,0.2190009050539946,13,False,0.0425668507009968,0.0744673745448085,0.0744673745448085
Sn6Ta6U,1.2418926125767267,29,True,0.1108215836225961,0.0745214759319824,0.0745214759319824
Au6Ge6U,0.034607475322562704,1,False,0.1517530176768211,0.0755398048350533,0.0755398048350533
Os6Sn6U,0.29544600337333937,11,False,0.1100800252860944,0.0965072476209616,0.0965072476209616
Au6Si6U,0.443183563780435,1,False,0.218535589980365,0.1372931822126632,0.1372931822126632
Cr6Sn6U,0.1748788795527893,4,False,0.1316615447615358,0.1503040851073102,0.1503040851073102
Ir6Pb6U,0.3494902530074305,4,False,0.4215234856899162,0.2357744706177227,0.2357744706177227
Re6Sn6U,1.1554279357951314,28,True,0.2842734298997501,0.2494841756715992,0.2494841756715992
Nb6Pb6U,0.3122221164300418,14,False,0.2533989131088768,0.2653484668277741,0.2653484668277741
Sn6UW6,0.12221865821950102,34,True,0.3379370539434861,0.3253485563171588,0.3253485563171588
Pb6UV6,0.281183459602127,3,False,0.3757338362912694,0.3790142537313469,0.3790142537313469
Pb6Ru6U,0.13075758564538043,4,False,0.464678233006871,0.3957270897078866,0.3957270897078866
Pb6Ta6U,-0.06702063709032766,25,True,0.4428556226042027,0.4162167705823586,0.4162167705823586
Mn6Pb6U,0.015165660009480301,1,False,0.4357822943947088,0.4512291363429564,0.4512291363429564
Pb6Tc6U,0.02000997682300206,9,False,0.4686692333591767,0.4910784544543127,0.4910784544543127
Fe6Pb6U,0.13075758564538043,1,False,0.5274193657814908,0.5369764451250271,0.5369764451250271
Cr6Pb6U,0.0549559930902318,2,False,0.5088551481524469,0.5790608979917992,0.5790608979917992
Mo6Pb6U,-0.06022663053207625,21,True,0.5682828340318502,0.6222018769299604,0.6222018769299604
Os6Pb6U,-0.21219702355595044,14,False,0.6895293172068989,0.7043372500523529,0.7043372500523529
Pb6Re6U,-0.08685652285886544,18,True,0.7694920643729217,0.7887456445533544,0.7887456445533544
